timestamp,MAG_X,MAG_Y,MAG_Z,Total_MAG,anomaly,segment
2022-06-01T23:43:31.000Z,6.2819e-05,-2.03918e-05,-4.30252e-05,7.882398177762907e-05,1,1
2022-06-01T23:43:32.000Z,6.2819e-05,-2.03918e-05,-4.30252e-05,7.882398177762907e-05,1,1
2022-06-01T23:43:33.000Z,6.3518e-05,-2.03918e-05,-4.23503e-05,7.901841393833465e-05,1,1
2022-06-01T23:43:34.000Z,-1.41858e-05,-2.03918e-05,-3.0562e-06,2.502804002154384e-05,1,1
2022-06-01T23:43:35.000Z,-1.41858e-05,-2.03918e-05,-3.0562e-06,2.502804002154384e-05,1,1
2022-06-01T23:43:36.000Z,-1.21018e-05,-2.03918e-05,-2.90109e-06,2.3889231751316323e-05,1,1
2022-06-01T23:43:37.000Z,-1.30694e-05,-2.03918e-05,-2.24496e-06,2.4324361636055323e-05,1,1
2022-06-01T23:43:38.000Z,-1.30694e-05,-2.03918e-05,-2.24496e-06,2.4324361636055323e-05,1,1
2022-06-01T23:43:39.000Z,-1.16762e-05,-2.03918e-05,-1.68207e-06,2.355819418302048e-05,1,1
2022-06-01T23:43:40.000Z,-1.09843e-05,-2.03918e-05,-1.95201e-06,2.3244154034296453e-05,1,1
2022-06-01T23:43:41.000Z,-1.02873e-05,-2.03918e-05,-1.54774e-06,2.289212850823619e-05,1,1
2022-06-01T23:43:42.000Z,-1.00055e-05,-2.03918e-05,-1.00408e-06,2.2736396243389144e-05,1,1
2022-06-01T23:43:43.000Z,-1.00055e-05,-2.03918e-05,-1.00408e-06,2.2736396243389144e-05,1,1
2022-06-01T23:43:44.000Z,-9.03241e-06,-2.03918e-05,-8.58177e-07,2.2319193655045627e-05,1,1
2022-06-01T23:43:45.000Z,-9.58442e-06,-2.03918e-05,-2.18637e-07,2.253296287917257e-05,1,1
2022-06-01T23:43:46.000Z,-8.60372e-06,-2.03918e-05,6.5157e-07,2.214213288152928e-05,1,1
2022-06-01T23:43:47.000Z,-7.491e-06,-2.03918e-05,1.04425e-06,2.174927691447465e-05,1,1
2022-06-01T23:43:48.000Z,-7.491e-06,-2.03918e-05,1.04425e-06,2.174927691447465e-05,1,1
2022-06-01T23:43:49.000Z,-6.93381e-06,-2.03918e-05,1.31453e-06,2.1578489694068023e-05,1,1
2022-06-01T23:43:50.000Z,-7.20791e-06,-2.03918e-05,1.61297e-06,2.168827208490801e-05,1,1
2022-06-01T23:43:51.000Z,-5.40066e-06,-2.03918e-05,2.01642e-06,2.11910024607615e-05,1,1
2022-06-01T23:43:52.000Z,-5.39658e-06,-2.03918e-05,2.55779e-06,2.124831458305576e-05,1,1
2022-06-01T23:43:53.000Z,-5.39658e-06,-2.03918e-05,2.55779e-06,2.124831458305576e-05,1,1
2022-06-01T23:43:54.000Z,-4.70221e-06,-2.03918e-05,2.68134e-06,2.1098006311490668e-05,1,1
2022-06-01T23:43:55.000Z,-4.14575e-06,-2.03918e-05,2.70599e-06,2.098416384282681e-05,1,1
2022-06-01T23:43:56.000Z,-3.72615e-06,-2.03918e-05,3.23077e-06,2.0979694369923505e-05,1,1
2022-06-01T23:43:57.000Z,-3.30713e-06,-2.03918e-05,3.39712e-06,2.09356881991326e-05,1,1
2022-06-01T23:43:58.000Z,-3.30713e-06,-2.03918e-05,3.39712e-06,2.09356881991326e-05,1,1
2022-06-01T23:43:59.000Z,-1.90735e-06,-2.03918e-05,4.78208e-06,2.103168515333234e-05,1,1
2022-06-01T23:44:00.000Z,-1.07653e-06,-2.03918e-05,4.51329e-06,2.0913015342245603e-05,1,1
2022-06-01T23:44:01.000Z,-1.21131e-06,-2.03918e-05,5.05351e-06,2.1043543961894823e-05,1,1
2022-06-01T23:44:02.000Z,-9.31926e-07,-3.14262e-05,5.20368e-06,3.186773945625695e-05,1,1
2022-06-01T23:44:03.000Z,-5.19185e-07,-3.10317e-05,4.67077e-06,3.1385538872976594e-05,1,1
2022-06-01T23:44:04.000Z,-5.19185e-07,-3.10317e-05,4.67077e-06,3.1385538872976594e-05,1,1
2022-06-01T23:44:05.000Z,4.5635e-07,-3.15615e-05,5.21017e-06,3.199191161842943e-05,1,1
2022-06-01T23:44:06.000Z,8.78924e-07,-3.13977e-05,5.90787e-06,3.196077284147985e-05,1,1
2022-06-01T23:44:07.000Z,1.2946e-06,-3.1264e-05,5.77848e-06,3.181987611965829e-05,1,1
2022-06-01T23:44:08.000Z,1.2946e-06,-3.1264e-05,5.77848e-06,3.181987611965829e-05,1,1
2022-06-01T23:44:09.000Z,2.69835e-06,-3.10584e-05,7.58701e-06,3.208532412213721e-05,1,1
2022-06-01T23:44:10.000Z,2.69835e-06,-3.10584e-05,7.58701e-06,3.208532412213721e-05,1,1
2022-06-01T23:44:11.000Z,4.22114e-06,-3.10755e-05,7.04828e-06,3.2143163722757594e-05,1,1
2022-06-01T23:44:12.000Z,3.25581e-06,-3.11852e-05,7.86229e-06,3.232541727248389e-05,1,1
2022-06-01T23:44:13.000Z,3.67482e-06,-3.04898e-05,8.02864e-06,3.1742578129729794e-05,1,1
2022-06-01T23:44:14.000Z,3.67482e-06,-3.04898e-05,8.02864e-06,3.1742578129729794e-05,1,1
2022-06-01T23:44:15.000Z,5.48259e-06,-3.08852e-05,8.44211e-06,3.248420529119036e-05,1,1
2022-06-01T23:44:16.000Z,6.3234e-06,-3.04398e-05,9.29113e-06,3.244829592254268e-05,1,1
2022-06-01T23:44:17.000Z,6.4598e-06,-3.11342e-05,9.12938e-06,3.308191356110465e-05,1,1
2022-06-01T23:44:18.000Z,6.4598e-06,-3.11342e-05,9.12938e-06,3.308191356110465e-05,1,1
2022-06-01T23:44:19.000Z,7.01856e-06,-3.05714e-05,9.42971e-06,3.2753474825088404e-05,1,1
2022-06-01T23:44:20.000Z,7.99759e-06,-2.98549e-05,1.01521e-05,3.253216307330486e-05,1,1
2022-06-01T23:44:21.000Z,8.1412e-06,-2.91499e-05,1.05918e-05,3.206527771110052e-05,1,1
2022-06-01T23:44:22.000Z,8.83442e-06,-2.97003e-05,1.05775e-05,3.274199601546003e-05,1,1
2022-06-01T23:44:23.000Z,9.11511e-06,-2.87293e-05,1.07527e-05,3.200122600920315e-05,1,1
2022-06-01T23:44:24.000Z,9.11511e-06,-2.87293e-05,1.07527e-05,3.200122600920315e-05,1,1
2022-06-01T23:44:25.000Z,9.95131e-06,-2.8304e-05,1.10504e-05,3.197274349936364e-05,1,1
2022-06-01T23:44:26.000Z,1.13434e-05,-2.8833e-05,1.15932e-05,3.308197241399007e-05,1,1
2022-06-01T23:44:27.000Z,1.12071e-05,-2.86853e-05,1.18728e-05,3.300619496912663e-05,1,1
2022-06-01T23:44:28.000Z,1.12071e-05,-2.86853e-05,1.18728e-05,3.300619496912663e-05,1,1
2022-06-01T23:44:29.000Z,1.27435e-05,-2.7549e-05,1.27526e-05,3.292374523060826e-05,1,1
2022-06-01T23:44:30.000Z,1.31626e-05,-2.74003e-05,1.30367e-05,3.3075459569596304e-05,1,1
2022-06-01T23:44:31.000Z,1.21911e-05,-2.65795e-05,1.29209e-05,3.196939780899853e-05,1,1
2022-06-01T23:44:32.000Z,1.37223e-05,-2.69704e-05,1.34699e-05,3.3123136920587696e-05,1,1
2022-06-01T23:44:33.000Z,1.37279e-05,-2.63987e-05,1.40413e-05,3.29014392662388e-05,1,1
2022-06-01T23:44:34.000Z,1.37279e-05,-2.63987e-05,1.40413e-05,3.29014392662388e-05,1,1
2022-06-01T23:44:35.000Z,1.41467e-05,-2.58412e-05,1.42027e-05,3.270494497197633e-05,1,1
2022-06-01T23:44:36.000Z,1.47054e-05,-2.52784e-05,1.4503e-05,3.2643273498838925e-05,1,1
2022-06-01T23:44:37.000Z,1.48431e-05,-2.52831e-05,1.43663e-05,3.264878770965317e-05,1,1
2022-06-01T23:44:38.000Z,1.48431e-05,-2.52831e-05,1.43663e-05,3.264878770965317e-05,1,1
2022-06-01T23:44:39.000Z,1.56778e-05,-2.4454e-05,1.44033e-05,3.2422932929178384e-05,1,1
2022-06-01T23:44:40.000Z,1.70795e-05,-2.41204e-05,1.59411e-05,3.358007870181367e-05,1,1
2022-06-01T23:44:41.000Z,1.6802e-05,-2.34363e-05,1.5826e-05,3.289421890986317e-05,1,1
2022-06-01T23:44:42.000Z,1.6802e-05,-2.34363e-05,1.5826e-05,3.289421890986317e-05,1,1
2022-06-01T23:44:43.000Z,1.66631e-05,-2.34366e-05,1.58249e-05,3.28231714064927e-05,1,1
2022-06-01T23:44:44.000Z,1.83336e-05,-2.30047e-05,1.62673e-05,3.361490979223356e-05,1,1
2022-06-01T23:44:45.000Z,1.86148e-05,-2.17578e-05,1.64525e-05,3.3024194102657525e-05,1,1
2022-06-01T23:44:46.000Z,1.76467e-05,-2.0922e-05,1.67502e-05,3.208902156392432e-05,1,1
2022-06-01T23:44:47.000Z,1.84836e-05,-2.13142e-05,1.72935e-05,3.3090840618666666e-05,1,1
2022-06-01T23:44:48.000Z,1.84836e-05,-2.13142e-05,1.72935e-05,3.3090840618666666e-05,1,1
2022-06-01T23:44:49.000Z,1.93254e-05,-1.97704e-05,1.80447e-05,3.301440593756005e-05,1,1
2022-06-01T23:44:50.000Z,1.90445e-05,-1.9648e-05,1.76339e-05,3.25529002311622e-05,1,1
2022-06-01T23:44:51.000Z,2.0021e-05,-1.90795e-05,1.80755e-05,3.303924123674755e-05,1,1
2022-06-01T23:44:52.000Z,1.98869e-05,-1.83751e-05,1.8513e-05,3.280036982443948e-05,1,1
2022-06-01T23:44:53.000Z,1.93354e-05,-1.80852e-05,1.89319e-05,3.254764184714463e-05,1,1
2022-06-01T23:44:54.000Z,1.93354e-05,-1.80852e-05,1.89319e-05,3.254764184714463e-05,1,1
2022-06-01T23:44:55.000Z,2.01724e-05,-1.72461e-05,1.92446e-05,3.278274418242012e-05,1,1
2022-06-01T23:44:56.000Z,2.01726e-05,-1.65614e-05,1.91318e-05,3.236108051286298e-05,1,1
2022-06-01T23:44:57.000Z,1.96202e-05,-1.61387e-05,1.94179e-05,3.197600234769819e-05,1,1
2022-06-01T23:44:58.000Z,1.96202e-05,-1.61387e-05,1.94179e-05,3.197600234769819e-05,1,1
2022-06-01T23:44:59.000Z,2.07366e-05,-1.50182e-05,1.98807e-05,3.241597049742611e-05,1,1
2022-06-01T23:45:00.000Z,2.08751e-05,-1.46091e-05,1.97591e-05,3.224310214030281e-05,1,1
2022-06-01T23:45:01.000Z,2.08811e-05,-1.44461e-05,2.04533e-05,3.2604411102027286e-05,1,1
2022-06-01T23:45:02.000Z,2.10236e-05,-1.37462e-05,2.07552e-05,3.258416944529966e-05,1,1
2022-06-01T23:45:03.000Z,2.10236e-05,-1.37462e-05,2.07552e-05,3.258416944529966e-05,1,1
2022-06-01T23:45:04.000Z,2.20014e-05,-1.30347e-05,2.13397e-05,3.330687319668419e-05,1,1
2022-06-01T23:45:05.000Z,2.17284e-05,-1.17839e-05,2.16582e-05,3.286428598052908e-05,1,1
2022-06-01T23:45:06.000Z,2.14525e-05,-1.20503e-05,2.19215e-05,3.295408394402733e-05,1,1
2022-06-01T23:45:07.000Z,2.20083e-05,-1.12267e-05,2.18184e-05,3.2961290028456104e-05,1,1
2022-06-01T23:45:08.000Z,2.20083e-05,-1.12267e-05,2.18184e-05,3.2961290028456104e-05,1,1
2022-06-01T23:45:09.000Z,2.17338e-05,-1.01188e-05,2.1994e-05,3.253435433322752e-05,1,1
2022-06-01T23:45:10.000Z,2.15949e-05,-9.57232e-06,2.1875e-05,3.219448153321311e-05,1,1
2022-06-01T23:45:11.000Z,2.18762e-05,-8.87215e-06,2.21781e-05,3.2390604990838005e-05,1,1
2022-06-01T23:45:12.000Z,2.22979e-05,-8.57547e-06,2.27429e-05,3.29844589244829e-05,1,1
2022-06-01T23:45:13.000Z,2.22979e-05,-8.57547e-06,2.27429e-05,3.29844589244829e-05,1,1
2022-06-01T23:45:14.000Z,2.1188e-05,-7.47915e-06,2.2636e-05,3.189447483064269e-05,1,1
2022-06-01T23:45:15.000Z,2.11967e-05,-6.48361e-06,2.34981e-05,3.2303219547470805e-05,1,1
2022-06-01T23:45:16.000Z,2.14633e-05,-6.94196e-06,2.22448e-05,3.1681148694004135e-05,1,1
2022-06-01T23:45:17.000Z,2.07832e-05,-6.06059e-06,2.37854e-05,3.216236008983327e-05,1,1
2022-06-01T23:45:18.000Z,2.07832e-05,-6.06059e-06,2.37854e-05,3.216236008983327e-05,1,1
2022-06-01T23:45:19.000Z,2.10592e-05,-4.56292e-06,2.32914e-05,3.173010333305582e-05,1,1
2022-06-01T23:45:20.000Z,2.14859e-05,-3.42365e-06,2.42999e-05,3.261671991697663e-05,1,1
2022-06-01T23:45:21.000Z,2.079e-05,-3.70582e-06,2.41463e-05,3.20780455383803e-05,1,1
2022-06-01T23:45:22.000Z,2.17646e-05,-2.87142e-06,2.43222e-05,3.276449723124712e-05,1,1
2022-06-01T23:45:23.000Z,2.09351e-05,-2.17333e-06,2.46161e-05,3.2387561725281205e-05,1,1
2022-06-01T23:45:24.000Z,2.09351e-05,-2.17333e-06,2.46161e-05,3.2387561725281205e-05,1,1
2022-06-01T23:45:25.000Z,2.07948e-05,-1.76983e-06,2.43543e-05,3.2073165321790426e-05,1,1
2022-06-01T23:45:26.000Z,2.10737e-05,-5.32983e-07,2.42638e-05,3.2142135787907575e-05,1,1
2022-06-01T23:45:27.000Z,2.02431e-05,-3.86601e-07,2.45376e-05,3.18123619321672e-05,1,1
2022-06-01T23:45:28.000Z,2.02431e-05,-3.86601e-07,2.45376e-05,3.18123619321672e-05,1,1
2022-06-01T23:45:29.000Z,1.99775e-05,1.17015e-06,2.56932e-05,3.2567012198120045e-05,1,1
2022-06-01T23:45:30.000Z,1.98397e-05,1.7216e-06,2.57121e-05,3.252214152020128e-05,1,1
2022-06-01T23:45:31.000Z,1.99816e-05,2.14566e-06,2.60039e-05,3.286443382451004e-05,1,1
2022-06-01T23:45:32.000Z,1.99816e-05,2.14566e-06,2.60039e-05,3.286443382451004e-05,1,1
2022-06-01T23:45:33.000Z,1.90116e-05,2.56262e-06,2.61488e-05,3.243096818265529e-05,1,1
2022-06-01T23:45:34.000Z,1.90176e-05,3.95692e-06,2.66124e-05,3.294762752318291e-05,1,1
2022-06-01T23:45:35.000Z,1.88771e-05,3.67579e-06,2.64634e-05,3.271342042792377e-05,1,1
2022-06-01T23:45:36.000Z,1.85998e-05,4.49782e-06,2.63533e-05,3.256807279656566e-05,1,1
2022-06-01T23:45:37.000Z,1.83254e-05,5.05903e-06,2.66467e-05,3.273317416003068e-05,1,1
2022-06-01T23:45:38.000Z,1.83254e-05,5.05903e-06,2.66467e-05,3.273317416003068e-05,1,1
2022-06-01T23:45:39.000Z,1.80497e-05,5.47729e-06,2.67973e-05,3.277022525287399e-05,1,1
2022-06-01T23:45:40.000Z,1.76364e-05,6.03824e-06,2.70896e-05,3.2883877134814864e-05,1,1
2022-06-01T23:45:41.000Z,1.69394e-05,5.75106e-06,2.67981e-05,3.2220430274805457e-05,1,1
2022-06-01T23:45:42.000Z,1.68071e-05,7.42095e-06,2.72706e-05,3.288213395861802e-05,1,1
2022-06-01T23:45:43.000Z,1.66657e-05,7.27274e-06,2.69888e-05,3.254279688406637e-05,1,1
2022-06-01T23:45:44.000Z,1.66657e-05,7.27274e-06,2.69888e-05,3.254279688406637e-05,1,1
2022-06-01T23:45:45.000Z,1.62553e-05,8.11956e-06,2.75668e-05,3.301651851609433e-05,1,1
2022-06-01T23:45:46.000Z,1.62552e-05,8.66625e-06,2.7449e-05,3.305726874837817e-05,1,1
2022-06-01T23:45:47.000Z,1.58443e-05,9.23722e-06,2.8017e-05,3.34861219734146e-05,1,1
2022-06-01T23:45:48.000Z,1.58443e-05,9.23722e-06,2.8017e-05,3.34861219734146e-05,1,1
2022-06-01T23:45:49.000Z,1.47357e-05,9.24515e-06,2.82834e-05,3.320488470951977e-05,1,1
2022-06-01T23:45:50.000Z,1.51574e-05,9.54183e-06,2.88483e-05,3.395611443317536e-05,1,1
2022-06-01T23:45:51.000Z,1.43239e-05,9.94903e-06,2.87186e-05,3.359933474208827e-05,1,1
2022-06-01T23:45:52.000Z,1.47469e-05,9.70402e-06,2.95391e-05,3.4412170704278446e-05,1,1
2022-06-01T23:45:53.000Z,1.37753e-05,1.05247e-05,2.94233e-05,3.415053122676132e-05,1,1
2022-06-01T23:45:54.000Z,1.37753e-05,1.05247e-05,2.94233e-05,3.415053122676132e-05,1,1
2022-06-01T23:45:55.000Z,1.36358e-05,1.07953e-05,2.92943e-05,3.406801368175139e-05,1,1
2022-06-01T23:45:56.000Z,1.32195e-05,1.09325e-05,2.92958e-05,3.394876483968158e-05,1,1
2022-06-01T23:45:57.000Z,1.2391e-05,1.09509e-05,2.98403e-05,3.411601670623345e-05,1,1
2022-06-01T23:45:58.000Z,1.2391e-05,1.09509e-05,2.98403e-05,3.411601670623345e-05,1,1
2022-06-01T23:45:59.000Z,1.19725e-05,1.05314e-05,2.9684e-05,3.369556347963334e-05,1,1
2022-06-01T23:46:00.000Z,1.1838e-05,1.16445e-05,2.99986e-05,3.42877328823298e-05,1,1
2022-06-01T23:46:01.000Z,1.10098e-05,1.1801e-05,3.05481e-05,3.454946758851719e-05,1,1
2022-06-01T23:46:02.000Z,1.10089e-05,1.19339e-05,3.04153e-05,3.447759159961728e-05,1,1
2022-06-01T23:46:03.000Z,1.03162e-05,1.27601e-05,3.04396e-05,3.458053473574404e-05,1,1
2022-06-01T23:46:04.000Z,9.89654e-06,1.23355e-05,3.01454e-05,3.4041903668590575e-05,1,1
2022-06-01T23:46:05.000Z,8.65632e-06,1.25112e-05,3.12428e-05,3.475017342722767e-05,1,1
2022-06-01T23:46:06.000Z,8.37161e-06,1.30273e-05,3.02957e-05,3.402387158705047e-05,1,1
2022-06-01T23:46:07.000Z,7.82069e-06,1.3593e-05,3.07246e-05,3.449541833687628e-05,1,1
2022-06-01T23:46:08.000Z,7.1213e-06,1.32958e-05,3.01575e-05,3.371892669673814e-05,1,1
2022-06-01T23:46:09.000Z,7.12323e-06,1.37146e-05,3.03104e-05,3.402280128021354e-05,1,1
2022-06-01T23:46:10.000Z,6.70949e-06,1.39997e-05,3.05926e-05,3.4306209800998135e-05,1,1
2022-06-01T23:46:11.000Z,5.59625e-06,1.45343e-05,3.01899e-05,3.397048649287349e-05,1,1
2022-06-01T23:46:12.000Z,4.62004e-06,1.41036e-05,2.97533e-05,3.324928816458481e-05,1,1
2022-06-01T23:46:13.000Z,4.34427e-06,1.45219e-05,2.99039e-05,3.352613154917966e-05,1,1
2022-06-01T23:46:14.000Z,3.51423e-06,1.49441e-05,3.01877e-05,3.386699231689906e-05,1,1
2022-06-01T23:46:15.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:16.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:17.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:18.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:19.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:20.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:21.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:22.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:23.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:24.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:25.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:26.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:27.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:28.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:29.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:30.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:31.000Z,0.0,0.0,0.0,0.0,1,1
2022-06-01T23:46:32.000Z,5.37127e-06,3.07543e-06,1.20705e-05,1.3564873067883828e-05,1,1
2022-06-01T23:46:33.000Z,-6.77119e-06,1.4333e-05,2.89797e-05,3.3031907530539314e-05,1,1
2022-06-01T23:46:34.000Z,-7.46624e-06,1.3918e-05,2.89589e-05,3.298595690513768e-05,1,1
2022-06-01T23:46:35.000Z,-8.02203e-06,1.43257e-05,2.88315e-05,3.317881911793878e-05,1,1
2022-06-01T23:46:36.000Z,-9.27197e-06,1.41854e-05,2.88162e-05,3.343005209808833e-05,1,1
2022-06-01T23:46:37.000Z,-9.83136e-06,1.38935e-05,2.8388e-05,3.309929796384812e-05,1,1
2022-06-01T23:46:38.000Z,-9.8301e-06,1.33518e-05,2.86437e-05,3.3096268353698126e-05,1,1
2022-06-01T23:46:39.000Z,-1.02441e-05,1.3499e-05,2.89209e-05,3.351989025369862e-05,1,1
2022-06-01T23:46:40.000Z,-1.09449e-05,1.30588e-05,2.82109e-05,3.2957214267289034e-05,1,1
2022-06-01T23:46:41.000Z,-1.16394e-05,1.29196e-05,2.82001e-05,3.313061026498003e-05,1,1
2022-06-01T23:46:42.000Z,-1.23309e-05,1.32042e-05,2.84801e-05,3.3727112068186326e-05,1,1
2022-06-01T23:46:43.000Z,-1.2751e-05,1.25037e-05,2.81759e-05,3.335883474433722e-05,1,1
2022-06-01T23:46:44.000Z,-1.26156e-05,1.2489e-05,2.77635e-05,3.295361006945976e-05,1,1
2022-06-01T23:46:45.000Z,-1.40075e-05,1.19246e-05,2.74563e-05,3.304927459264424e-05,1,1
2022-06-01T23:46:46.000Z,-1.41446e-05,1.16585e-05,2.77208e-05,3.3233011961752733e-05,1,1
2022-06-01T23:46:47.000Z,-1.48403e-05,1.15143e-05,2.75722e-05,3.3362251444109705e-05,1,1
2022-06-01T23:46:48.000Z,-1.48413e-05,1.09626e-05,2.75521e-05,3.3159629051905874e-05,1,1
2022-06-01T23:46:49.000Z,-1.49891e-05,1.10602e-05,2.64532e-05,3.23538704499168e-05,1,1
2022-06-01T23:46:50.000Z,-1.56801e-05,1.03893e-05,2.69738e-05,3.288447927123067e-05,1,1
2022-06-01T23:46:51.000Z,-1.60952e-05,1.05314e-05,2.71132e-05,3.3242915985815685e-05,1,1
2022-06-01T23:46:52.000Z,-1.70713e-05,9.55409e-06,2.67944e-05,3.3176042421875754e-05,1,1
2022-06-01T23:46:53.000Z,-1.74893e-05,9.41037e-06,2.66481e-05,3.3234799708090616e-05,1,1
2022-06-01T23:46:54.000Z,-1.72211e-05,9.23288e-06,2.55426e-05,3.215955181690815e-05,1,1
2022-06-01T23:46:55.000Z,-1.8463e-05,9.12768e-06,2.64922e-05,3.355642370727846e-05,1,1
2022-06-01T23:46:56.000Z,-1.87412e-05,8.85131e-06,2.64798e-05,3.362674641109514e-05,1,1
2022-06-01T23:46:57.000Z,-1.86107e-05,8.67857e-06,2.5511e-05,3.2748845059557445e-05,1,1
2022-06-01T23:46:58.000Z,-1.93119e-05,7.41588e-06,2.49088e-05,3.237889861042837e-05,1,1
2022-06-01T23:46:59.000Z,-1.98587e-05,7.72576e-06,2.58792e-05,3.3522952225417144e-05,1,1
2022-06-01T23:47:00.000Z,-1.98663e-05,6.73523e-06,2.51549e-05,3.275365922844194e-05,1,1
